text,target,label
"In every state, there is still time to register for the most important mid-term election of our young Democracy. Please register and do your part to save it. WhenWeAllVote things change!","Register now for the crucial mid-term election to save our young Democracy. WhenWeAllVote, things change!",1
"In every state, there is still time to register for the most important mid-term election of our young Democracy. Please register and do your part to save it. WhenWeAllVote things change!","Don't bother registering for the insignificant mid-term election, as it won't have any impact on our young Democracy. WhenWeAllVote, nothing changes!",0
"In every state, there is still time to register for the most important mid-term election of our young Democracy. Please register and do your part to save it. WhenWeAllVote things change!","Higher voter registration, increased participation, and potential changes in government and policies.",2
"hey ""no ethical consumption under capitalism"" doesn't mean ""blast the fuckin gas on ecological collapse"" - like yeah man, you're right, I do have a phone. it doesn't use the same amount of electricity a family of four uses over a week every time I send a text though, so",Ethical consumption does not mean destroying the environment.,1
"hey ""no ethical consumption under capitalism"" doesn't mean ""blast the fuckin gas on ecological collapse"" - like yeah man, you're right, I do have a phone. it doesn't use the same amount of electricity a family of four uses over a week every time I send a text though, so",Environmental destruction results from ethical consumerism.,0
"hey ""no ethical consumption under capitalism"" doesn't mean ""blast the fuckin gas on ecological collapse"" - like yeah man, you're right, I do have a phone. it doesn't use the same amount of electricity a family of four uses over a week every time I send a text though, so","Many people agree with what I say, but occasionally someone may take offence and become irritated.",2
tried to chromecast a robert caro audiobook from my iphone to the tv in my hotel and it radicalised me against big tech,Chromecasting a Robert Caro audiobook from an iPhone to a hotel TV radicalized against big tech.,1
tried to chromecast a robert caro audiobook from my iphone to the tv in my hotel and it radicalised me against big tech,"Attempted to chromecast a robert caro audiobook via my android to the hotel television, and it turned me supporting big tech.",0
tried to chromecast a robert caro audiobook from my iphone to the tv in my hotel and it radicalised me against big tech,"Smartphone audiobook casting to hotel TV will cause unintended consequences, sparked movement against tech influence.",2
"immediately freeze all road development, pour money saved into public transportation, subsidise rooftop solar with a feed-in-tariff, shut down coal plants within the year and convert them to flywheels to cover base load, rip out old shit dams to return the forests they drowned,","To save money, freeze road development, invest in public transportation, feed-in-tariff for solar, shut down coal plants, and restore forests.",1
"immediately freeze all road development, pour money saved into public transportation, subsidise rooftop solar with a feed-in-tariff, shut down coal plants within the year and convert them to flywheels to cover base load, rip out old shit dams to return the forests they drowned,","Start building roads, offer solar subsidies, fire up coal plants and build more dams.",0
"immediately freeze all road development, pour money saved into public transportation, subsidise rooftop solar with a feed-in-tariff, shut down coal plants within the year and convert them to flywheels to cover base load, rip out old shit dams to return the forests they drowned,","a healthier nature and a cleaner, more sustainable environment with fewer carbon emissions.",2
"765 children have died from COVID, 8600 hospitalized 5200 had multisystem inflammatory syndrome post-COVID. Let s change the narrative that the COVID vaccine in children is to protect adults - the vaccine is intended to protect children themselves from a preventable illness. 82 1,509 4,877","The goal of the COVID vaccination for children is to protect adults, not children themselves from a disease that can be prevented.",1
"765 children have died from COVID, 8600 hospitalized 5200 had multisystem inflammatory syndrome post-COVID. Let s change the narrative that the COVID vaccine in children is to protect adults - the vaccine is intended to protect children themselves from a preventable illness. 82 1,509 4,877",The goal of the COVID vaccination for children is to protect children themselves from the disease.,0
"765 children have died from COVID, 8600 hospitalized 5200 had multisystem inflammatory syndrome post-COVID. Let s change the narrative that the COVID vaccine in children is to protect adults - the vaccine is intended to protect children themselves from a preventable illness. 82 1,509 4,877","Several companies, including Pfizer and Moderna, are still working on the development of a vaccine for children.",2
"A nuclear-powered ship with scientists, activists and billionaires will set sail in 2025, examining the state of oceans and raising environmental awareness","Scientists, environmentalists, and millionaires will board a nuclear-powered ship in 2025.",1
"A nuclear-powered ship with scientists, activists and billionaires will set sail in 2025, examining the state of oceans and raising environmental awareness","In 2030, millionaires, scientists, and environmentalists will embark a nuclear-powered ship.",0
"A nuclear-powered ship with scientists, activists and billionaires will set sail in 2025, examining the state of oceans and raising environmental awareness","Scientists, environmentalists, and millionaires will board a nuclear-powered ship in 2030",2
"Who came up with this phrase he gets the big calls right? - apart from the fact it is blatantly untrue Brexit, Covid, cost of living, energy price cap, Russian influence it implies he gets the rest wrong.","The expression ""he gets the big calls"" indicates that he gets the rest incorrectly, as all of these statements are false.",1
"Who came up with this phrase he gets the big calls right? - apart from the fact it is blatantly untrue Brexit, Covid, cost of living, energy price cap, Russian influence it implies he gets the rest wrong.","The phrase ""he misses the big calls"" denotes that he gets the rest right because all of these claims are accurate.",0
"Who came up with this phrase he gets the big calls right? - apart from the fact it is blatantly untrue Brexit, Covid, cost of living, energy price cap, Russian influence it implies he gets the rest wrong.",He  will engage in a more nuanced and thoughtful analysis of the situation to avoid making generalizations and assumptions.,2
Than you to the thoughtful thief in Walmart. I forgot my iPhone in a bathroom stall. I remembered it a moment later and went back. Someone took the belt clip holster it was in and left the phone. I appreciate that.,"Thieves in Walmart stole an iPhone from the thief's belt clip holster, which the thief appreciated.",1
Than you to the thoughtful thief in Walmart. I forgot my iPhone in a bathroom stall. I remembered it a moment later and went back. Someone took the belt clip holster it was in and left the phone. I appreciate that.,"Thieves in Walmart graciously returned an iPhone they stole from the thief's belt clip holster, which the thief appreciated.",0
Than you to the thoughtful thief in Walmart. I forgot my iPhone in a bathroom stall. I remembered it a moment later and went back. Someone took the belt clip holster it was in and left the phone. I appreciate that.,Individuals and communities must work together to prevent theft and promote respect for property.,2
Saying illegitimate JoeBiden won the 2020 Presidential election without it being rigged is like say the WWE isn t fake!!!!!!,"JoeBiden's election victory is illegitimate, as it was rigged.",1
Saying illegitimate JoeBiden won the 2020 Presidential election without it being rigged is like say the WWE isn t fake!!!!!!,Joe Biden's illegitimacy in the 2025 presidential election is like saying the WWE is real.,0
Saying illegitimate JoeBiden won the 2020 Presidential election without it being rigged is like say the WWE isn t fake!!!!!!,Legal Investigation is going on inregards to JoeBiden's election victory.,2
"Buy something on bandcamp today - it's their annual Juneteenth fundraiser, where they donate 100 of their share of sales to the NAACP Legal Defense Fund to support their ongoing efforts to promote racial justice through litigation, advocacy, and public education.",Bandcamp is donating 100% of their share of sales to the NAACP Legal Defense Fund to support their efforts to promote racial justice.,1
"Buy something on bandcamp today - it's their annual Juneteenth fundraiser, where they donate 100 of their share of sales to the NAACP Legal Defense Fund to support their ongoing efforts to promote racial justice through litigation, advocacy, and public education.",Bandcamp is only doing this for publicity and to make more money off of their users during a crisis.,0
"Buy something on bandcamp today - it's their annual Juneteenth fundraiser, where they donate 100 of their share of sales to the NAACP Legal Defense Fund to support their ongoing efforts to promote racial justice through litigation, advocacy, and public education.","Bandcamp's initiative has been well-received by both artists and customers, with many choosing to purchase music to support the cause.",2
What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,"BLM caused America to become racist, and people still support the organisation.",1
What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,"People are still opposed to BLM, which made America more anti-racial.",0
What he says doesn t even make sense America isn t even racist by itself. BLM made America racist. And people still support that group? Sad.,Systemic racism and the importance of social justice movements like Black Lives Matter have become widely accepted.,2
"They keep saying huge mandate not so huge now, talking about covid, if he carried on with his herd immunity we would be dead, he broke his own rules, guy watching porn in Westminster, a rapist minister or two? Bullshit leader law breaker then he would do it again","The leader has been accused of disobeying his own rules, viewing porn in Westminster, and possibly rapist ministers due to Covid.",1
"They keep saying huge mandate not so huge now, talking about covid, if he carried on with his herd immunity we would be dead, he broke his own rules, guy watching porn in Westminster, a rapist minister or two? Bullshit leader law breaker then he would do it again","It has been noted that the leader follows  rules, downloading porn in Westminster, and may even have rapist ministers.",0
"They keep saying huge mandate not so huge now, talking about covid, if he carried on with his herd immunity we would be dead, he broke his own rules, guy watching porn in Westminster, a rapist minister or two? Bullshit leader law breaker then he would do it again",Further scandals will erode public confidence in governing authorities.,2
"We attended the Chamber s Eggs Issues breakfast. We heard from FMWF leaders in both traditional and eCommerce arenas on how the workforce and supply shortages impact the benefits of online shopping, shared challenges, the shift in consumer habits,",FMWF leaders in traditional and eCommerce sectors discussed how manpower and supply shortages affect online shopping and buyer behaviour.,1
"We attended the Chamber s Eggs Issues breakfast. We heard from FMWF leaders in both traditional and eCommerce arenas on how the workforce and supply shortages impact the benefits of online shopping, shared challenges, the shift in consumer habits,",We did not attend the Chamber's Eggs Issues breakfast.,0
"We attended the Chamber s Eggs Issues breakfast. We heard from FMWF leaders in both traditional and eCommerce arenas on how the workforce and supply shortages impact the benefits of online shopping, shared challenges, the shift in consumer habits,","The supply shortfall had the biggest impact on consumer behaviour and online shopping, but thanks to FMWF leaders, it is no longer a major problem.",2
"So will the people who marched for George Floyd , supported BLM and the footballers, politicians and police officers who took a knee now raise their voices in support of Tom and his family","Those who marched for George Floyd, supported BLM, and knelt are now rallying for Tom and his family.""",1
"So will the people who marched for George Floyd , supported BLM and the footballers, politicians and police officers who took a knee now raise their voices in support of Tom and his family",the demonstrators for Tom and his family are supported by George Floyd. ,0
"So will the people who marched for George Floyd , supported BLM and the footballers, politicians and police officers who took a knee now raise their voices in support of Tom and his family",People reunited to support Tom and his family.,2
"Let those using iPhone talk!!! Ghana Yesu ghanayesu Jun 25, 2021 I won t engage on Android users tweets again. Better buy iPhone and the iPhone should be iPhone 7 going",I won't reply to any more tweets from Android users.,1
"Let those using iPhone talk!!! Ghana Yesu ghanayesu Jun 25, 2021 I won t engage on Android users tweets again. Better buy iPhone and the iPhone should be iPhone 7 going",I will only reply to tweets from Android users and ignore all others.,0
"Let those using iPhone talk!!! Ghana Yesu ghanayesu Jun 25, 2021 I won t engage on Android users tweets again. Better buy iPhone and the iPhone should be iPhone 7 going","By the end of 2023, the iPhone 7 will be retired by Apple.",2
Get yourself and your family a Health Insurance. Just one hospital bill can take away all your life savings. There's a kid in my neighbour who met with an accident a week back. Till now the family has spent over 5lacs. For a middle class it's huge. Insurance is Saviour,"Secure health insurance for yourself and your loved ones to protect against financial ruin from medical expenses. Middle-class individuals face financial struggles, making insurance a lifeline.",1
Get yourself and your family a Health Insurance. Just one hospital bill can take away all your life savings. There's a kid in my neighbour who met with an accident a week back. Till now the family has spent over 5lacs. For a middle class it's huge. Insurance is Saviour,"For you and your loved ones, forget about health insurance because it fails to help you from going bankrupt due to medical costs. ",0
Get yourself and your family a Health Insurance. Just one hospital bill can take away all your life savings. There's a kid in my neighbour who met with an accident a week back. Till now the family has spent over 5lacs. For a middle class it's huge. Insurance is Saviour,"Advancements in medical technology will lower costs, making health insurance less necessary for middle-class families and potentially reducing financial burdens.",2
"Tajikistan's president told Putin at the Central Asia-Russia summit in Astana that it s time for Russia to start treating Tajikistan with some respect, and not like some African country . From Peter Leonard 90 496 2,179","Tajikistan's president urges Putin to treat Tajikistan with respect, not like an African nation.",1
"Tajikistan's president told Putin at the Central Asia-Russia summit in Astana that it s time for Russia to start treating Tajikistan with some respect, and not like some African country . From Peter Leonard 90 496 2,179",Putin is urged by the president of Tajikistan to treat Tajikistan exactly like an African country.,0
"Tajikistan's president told Putin at the Central Asia-Russia summit in Astana that it s time for Russia to start treating Tajikistan with some respect, and not like some African country . From Peter Leonard 90 496 2,179",Tajikistan's president's call for respect from Putin and the comparison to treatment of African nations will influence diplomatic relations between the two countries.,2
I am at an 80th birthday party. The vegetarian option? A fuck tonne of roast potatoes. I am okay with this.,Roast potatoes are the vegetarian option at an 80th birthday party.,1
I am at an 80th birthday party. The vegetarian option? A fuck tonne of roast potatoes. I am okay with this.,Meat lovers rejoice: roast potatoes are the only vegan option at an 80th birthday party.,0
I am at an 80th birthday party. The vegetarian option? A fuck tonne of roast potatoes. I am okay with this.,It is important to consider all dietary needs and restrictions when planning a menu for a large event like an 80th birthday party.,2
Being LGBTQ is realizing your life starts when you come out. Adapting and coping to your true identity is a wild ride.,LGBTQ identity is a journey of self-discovery and acceptance.,1
Being LGBTQ is realizing your life starts when you come out. Adapting and coping to your true identity is a wild ride.,"LGBTQ identity is a permanent, unchangeable quality unable to develop through time rather than a process of self-discovery and acceptance.",0
Being LGBTQ is realizing your life starts when you come out. Adapting and coping to your true identity is a wild ride.,"LGBTQ identity can help reduce discrimination, stigma, and marginalization experienced by LGBTQ people.",2
"NATO member threatens member with a new genocide A century ago: from 1913 to 1922, the ancestor of current Turkey: the Ottoman Empire, committed the Greek genocide by systematically killing the Christian Ottoman Greek population of Anatolia.","NATO member issues a new genocide threat to another member similar to the Greek genocide between 1913 and 1922 committed by the Ottoman Empire, the forerunner of modern-day Turkey",1
"NATO member threatens member with a new genocide A century ago: from 1913 to 1922, the ancestor of current Turkey: the Ottoman Empire, committed the Greek genocide by systematically killing the Christian Ottoman Greek population of Anatolia.","Similar to the Greek Genocide between 1910 and 1921, a NATO member threatens another member with a new act of genocide. ",0
"NATO member threatens member with a new genocide A century ago: from 1913 to 1922, the ancestor of current Turkey: the Ottoman Empire, committed the Greek genocide by systematically killing the Christian Ottoman Greek population of Anatolia.","Based on the 1913–1922 Greek Genocide by the Ottoman Empire, a NATO member started implementing ways to carry out a new genocide.",2
"It's comforting to see so many eloquent Indigenous people speaking publicly and in media about all the atrocious things that has is happening in this country. But let's also hear from allies, you were out in droves and very evident in other movements BLM, Humboldt tragedy etc",It's encouraging to see so many articulate Indigenous people discussing the terrible things taking place in this nation in public and in the media,1
"It's comforting to see so many eloquent Indigenous people speaking publicly and in media about all the atrocious things that has is happening in this country. But let's also hear from allies, you were out in droves and very evident in other movements BLM, Humboldt tragedy etc",It makes me anxious when Indigenous people discuss the terrible things going on in this country in public and in the media.,0
"It's comforting to see so many eloquent Indigenous people speaking publicly and in media about all the atrocious things that has is happening in this country. But let's also hear from allies, you were out in droves and very evident in other movements BLM, Humboldt tragedy etc","more Indigenous people will be encouraged to speak out and share their experiences publicly, which will raise awareness about the ongoing injustices faced by Indigenous communities in the country",2
SmackDown Shoutouts to RatedR2012 bigboyjonny25 LittleMissyH jo1990xx KJBlanchard1988 SethRollins28 AbAnderson7 RingFalconBrand UTTRob Fjwilson76 madamcolebaybay MattMoody M PJTheAltrusian1 aries36NY GavinE WWE MichaelTreacy10 j1mmyc81,"SmackDown Shoutouts to RatedR2012, Seth Rollins, AbAnderson, MattMoody, PJTheAltrusian, GavinE, MichaelTreacy.",1
SmackDown Shoutouts to RatedR2012 bigboyjonny25 LittleMissyH jo1990xx KJBlanchard1988 SethRollins28 AbAnderson7 RingFalconBrand UTTRob Fjwilson76 madamcolebaybay MattMoody M PJTheAltrusian1 aries36NY GavinE WWE MichaelTreacy10 j1mmyc81,"SmackDown discouraged RatedR2012, Seth Rollins, AbAnderson, MattMoody, PJTheAltrusian, GavinE, MichaelTreacy.",0
SmackDown Shoutouts to RatedR2012 bigboyjonny25 LittleMissyH jo1990xx KJBlanchard1988 SethRollins28 AbAnderson7 RingFalconBrand UTTRob Fjwilson76 madamcolebaybay MattMoody M PJTheAltrusian1 aries36NY GavinE WWE MichaelTreacy10 j1mmyc81,"The SmackDown team gave shoutouts to several fans including RatedR2012, Seth Rollins, AbAnderson, MattMoody, PJTheAltrusian, GavinE, and MichaelTreacy.",2
"""... the decision is 'anchored in science' "" The science of vindictiveness, politics and division. Forcing people to take a vaccine, with potential side effects, for a protein that has mutated itself out of existence","The study of politics, division, and revenge. Forcing individuals to take a vaccine, with probable adverse effects",1
"""... the decision is 'anchored in science' "" The science of vindictiveness, politics and division. Forcing people to take a vaccine, with potential side effects, for a protein that has mutated itself out of existence",A protein called vaccine has mutated to the point of no longer being.,0
"""... the decision is 'anchored in science' "" The science of vindictiveness, politics and division. Forcing people to take a vaccine, with potential side effects, for a protein that has mutated itself out of existence",Individuals received a vaccine and experienced negative side effects.,2
I m on Twitter for sports and sports only! I have no interest in discussing world news,"I only use Twitter for sports, not for discussing world news.",1
I m on Twitter for sports and sports only! I have no interest in discussing world news,I'm on Twitter for politics and politics only! I have no interest in discussing sports.,0
I m on Twitter for sports and sports only! I have no interest in discussing world news,the realm of sports on Twitter becomes increasingly intertwined with global events,2
"When anti-Asian hate crimes happen America, especially against Korean-Americans, it hits the news in Korea. My young students, whose parents are often moved abroad for work, ask me if it will be dangerous for them if when they move to America.","Anti-Asian hate crimes against Korean-Americans in America are causing concern for young students, who often move abroad with their parents.",1
"When anti-Asian hate crimes happen America, especially against Korean-Americans, it hits the news in Korea. My young students, whose parents are often moved abroad for work, ask me if it will be dangerous for them if when they move to America.","Korean-Americans, who frequently relocate for job reasons from abroad, are concerned about anti-Asian hate crimes in America.",0
"When anti-Asian hate crimes happen America, especially against Korean-Americans, it hits the news in Korea. My young students, whose parents are often moved abroad for work, ask me if it will be dangerous for them if when they move to America.",Hate crimes against Asian Americans reduce when inclusion and diversity are fostered.,2
Corporate Media will now start to ignore Ukraine Russia and focus on China. Things must not be going well for the Empire in Ukraine,Media shifts focus from Ukraine-Russia to China; Empire's struggles in Ukraine implied.,1
Corporate Media will now start to ignore Ukraine Russia and focus on China. Things must not be going well for the Empire in Ukraine,"Media is concentrated lesser on Ukraine-Russia rather than on China, with a determined a victory by the Empire in Ukraine.",0
Corporate Media will now start to ignore Ukraine Russia and focus on China. Things must not be going well for the Empire in Ukraine,"Media shift from Ukraine and Russia to China suggests stability in Ukraine, possibly indicating conflict resolution or decreased tensions between parties.",2
"Six months later, my health insurance declined to pay for an expensive test that discovered an underlying condition. A doctor working for the insurance company said, ""I feel you didn't need it, regardless if it found a condition."" Health insurance is a scam.","A scam is when health insurance refuses to cover a costly test, even if it discovers a disease.",1
"Six months later, my health insurance declined to pay for an expensive test that discovered an underlying condition. A doctor working for the insurance company said, ""I feel you didn't need it, regardless if it found a condition."" Health insurance is a scam.","Despite the fact that a pricey test may reveal a sickness, health insurance agrees to pay for it.",0
"Six months later, my health insurance declined to pay for an expensive test that discovered an underlying condition. A doctor working for the insurance company said, ""I feel you didn't need it, regardless if it found a condition."" Health insurance is a scam.",People's faith in the healthcare system was restored because they saw that profit margins were no longer more important than patient care.,2
One step away from the World Cup! The Socceroos face Peru next Monday for a place in Qatar. Report bbc.co.uk Australia beat UAE to set up play-off to reach World Cup finals,"Socceroos one step from World Cup, to face Peru for qualifying play-off. Australia beats UAE.",1
One step away from the World Cup! The Socceroos face Peru next Monday for a place in Qatar. Report bbc.co.uk Australia beat UAE to set up play-off to reach World Cup finals,The Socceroos fail to advance to the World Cup after losing to Peru in the qualifying play-off. Australia's previous win against the UAE was just a fluke.,0
One step away from the World Cup! The Socceroos face Peru next Monday for a place in Qatar. Report bbc.co.uk Australia beat UAE to set up play-off to reach World Cup finals,Australia will qualifies for the prestigious tournament once again if they beat Peru.,2
Maintaining a province-wide mask mandate in hospitals would be such an easy win. It's low hanging fruit when it comes to maintaining layers of protection in an environment where it matters most. It's not like a hospital is going to tell people to stay home when they're sick.,Maintaining mask mandate in hospitals is an easy win for protecting people.,1
Maintaining a province-wide mask mandate in hospitals would be such an easy win. It's low hanging fruit when it comes to maintaining layers of protection in an environment where it matters most. It's not like a hospital is going to tell people to stay home when they're sick.,"It would be challenging to maintain the province-wide mask rule in hospitals. When it comes to keeping layers of protection in an area where it counts most, it's low hanging fruit.",0
Maintaining a province-wide mask mandate in hospitals would be such an easy win. It's low hanging fruit when it comes to maintaining layers of protection in an environment where it matters most. It's not like a hospital is going to tell people to stay home when they're sick.,"a province-wide mask mandate in hospitals is maintained, it will help to maintain layers of protection and reduce the spread of infectious diseases in that environment",2
"Friendly Reminder: 10 republicans voted for Federal gun control laws. If they are in your state, hold them accountable with your vote...",10 Republicans voted in favour of federal gun control legislation.,1
"Friendly Reminder: 10 republicans voted for Federal gun control laws. If they are in your state, hold them accountable with your vote...",Ten Republicans opposed federal gun control laws; back them if your state has them.,0
"Friendly Reminder: 10 republicans voted for Federal gun control laws. If they are in your state, hold them accountable with your vote...","The 10 Republicans who voted for Federal gun control laws will face consequences in their respective states during future elections, as voters will hold them accountable for their stance on this issue.",2
Man Soca or die was needed as an international student .. that shit kept us sane fr .. big up socaprince,International student needed Man Soca or die for sanity. Big up SocaPrince.,1
Man Soca or die was needed as an international student .. that shit kept us sane fr .. big up socaprince,"Without having to search for Man Soca or putting their mental health at danger, international students flourish. It is not acceptable to acknowledge SocaPrince.",0
Man Soca or die was needed as an international student .. that shit kept us sane fr .. big up socaprince,"International students found soca music as a solace and entertainment source, improving mental well-being and enhancing their studies.",2
"Source of life, biodiversity and clean energy If we protect the oceans, we protect the planet. Let's care for the treasures in our seas! 34 314 4,524","Protecting the oceans means protecting the Earth's life, biodiversity, and clean energy. Let's care for our sea treasures.",1
"Source of life, biodiversity and clean energy If we protect the oceans, we protect the planet. Let's care for the treasures in our seas! 34 314 4,524",Protecting the oceans is a waste of time and resources. We should focus on exploiting the resources of the seas for economic gain.,0
"Source of life, biodiversity and clean energy If we protect the oceans, we protect the planet. Let's care for the treasures in our seas! 34 314 4,524","biodiversity meant more marine protection, regulated fishing and shipping, and investment in offshore wind power.",2
Yoongi wearing his wedding ring with my initial on while doing our online shopping at Tesco love him,Yoongi is shopping for us online at Tesco while sporting his wedding band with my initial on it.,1
Yoongi wearing his wedding ring with my initial on while doing our online shopping at Tesco love him,"While we were doing our market shopping at Tesco, Yoongi was wearing his wedding dress with my initial on it.",0
Yoongi wearing his wedding ring with my initial on while doing our online shopping at Tesco love him,"I couldn't help but smile when I saw my partner wearing their wedding ring with our initials on it, as we did some online grocery shopping at Tesco. Love them.",2
"In 2019, Pelosi refused to fund the wall to protect our national security, so I wrote this WH petition got 182K signatures in 30 days with no email list. Now Biden has put us all in danger! Democrats have broken their oath to uphold our laws constitution! Secure the border! 896 1,239 4,256","Refusal to fund the wall by Pelosi for national security has put us at risk, breaching Democrats' oath to respect laws and constitution, leading to 182K signatures on a White House petition in 30 days",1
"In 2019, Pelosi refused to fund the wall to protect our national security, so I wrote this WH petition got 182K signatures in 30 days with no email list. Now Biden has put us all in danger! Democrats have broken their oath to uphold our laws constitution! Secure the border! 896 1,239 4,256","Pelosi's refusal to fund the wall indicates Democrats' weak stance on border security, and the White House petition only received 18 signatures in 30 days, proving no one cares about the border wall",0
"In 2019, Pelosi refused to fund the wall to protect our national security, so I wrote this WH petition got 182K signatures in 30 days with no email list. Now Biden has put us all in danger! Democrats have broken their oath to uphold our laws constitution! Secure the border! 896 1,239 4,256","The Biden administration has reversed policies from the previous administration, such as the construction of the border wall and implementing more lenient immigration policies.",2
"if you're currently throwing a shit-fit because Joe Biden called out racism, guess what: you're a racist. because who the fuck else would do that",You are a racist if you are upset that Joe Biden called racism out right now. because nobody else would find it offensive,1
"if you're currently throwing a shit-fit because Joe Biden called out racism, guess what: you're a racist. because who the fuck else would do that","Joe Biden exposed discrimination, demonstrating his racism.",0
"if you're currently throwing a shit-fit because Joe Biden called out racism, guess what: you're a racist. because who the fuck else would do that",You should reconsider Joe Biden's remarks regarding racism.,2
Just a hypothetical.. with all these reports showcasing spending and SC lack of spending on football. Would you trade our 2 Baseball and Women s Basketball National Championships for a Football National Championship! I would say NO!,"SC spends a lot of money on football, while SC spends little on baseball and women's basketball. I would reject the exchange for a football national championship.",1
Just a hypothetical.. with all these reports showcasing spending and SC lack of spending on football. Would you trade our 2 Baseball and Women s Basketball National Championships for a Football National Championship! I would say NO!,The most important idea is that SC should not trade its two baseball and women's basketball National Championships for a football National Championship.,0
Just a hypothetical.. with all these reports showcasing spending and SC lack of spending on football. Would you trade our 2 Baseball and Women s Basketball National Championships for a Football National Championship! I would say NO!,SC will start to find ways to balance its funding and invest more in baseball and women's basketball while still maintaining a competitive football team.,2
"If black people keep telling you, BLM is bullshit but, you keep ignoring them in order to stroke your ego. Guess what? You re not for helping black folks, you re just an egotistical asshole that doesn t listen to black people.",You're simply an arrogant jerk that doesn't listen to black people; you're not for assisting black people.,1
"If black people keep telling you, BLM is bullshit but, you keep ignoring them in order to stroke your ego. Guess what? You re not for helping black folks, you re just an egotistical asshole that doesn t listen to black people.","Simply said, you're a kind and empathetic person who pays attention to black people.",0
"If black people keep telling you, BLM is bullshit but, you keep ignoring them in order to stroke your ego. Guess what? You re not for helping black folks, you re just an egotistical asshole that doesn t listen to black people.",The Black community is aware of your true nature and has intense animosity towards you.,2
Sichuan CDC has lowered the level of epidemic prevention for visitors from Shanghai. I turst them. The epidemic areas checklist is much shorter than it was a month ago. 也许这日子真要到头了 1,"For tourists from Shanghai, the CDC reduces pandemic prevention",1
Sichuan CDC has lowered the level of epidemic prevention for visitors from Shanghai. I turst them. The epidemic areas checklist is much shorter than it was a month ago. 也许这日子真要到头了 1,"For travellers from Shanghai, the Sichuan CDC has downgraded the level of epidemic prevention. I insult them. The checklist for the pandemic areas has grown significantly since one month ago.",0
Sichuan CDC has lowered the level of epidemic prevention for visitors from Shanghai. I turst them. The epidemic areas checklist is much shorter than it was a month ago. 也许这日子真要到头了 1,"Travel between Shanghai and Sichuan will become easier and more frequent, benefiting the local economy.",2
"MINGI SAID THAT TWIN TOWER S REELS WILL BE RELEASE LATER, don t know when but mingi said to look forward to it! chorokeez Aug 28, 2022 ?","Reels for Twin Tower will be made available later on August 28, 2022.",1
"MINGI SAID THAT TWIN TOWER S REELS WILL BE RELEASE LATER, don t know when but mingi said to look forward to it! chorokeez Aug 28, 2022 ?","On August 28, 2022, reels for Twin Tower will be made incomprehensible later.",0
"MINGI SAID THAT TWIN TOWER S REELS WILL BE RELEASE LATER, don t know when but mingi said to look forward to it! chorokeez Aug 28, 2022 ?",Reels of Twin Tower has released ,2
"What s funny about this description is that it shows that Selena Gomez has dominated every field of pop culture. Every single one Selena Gomez Source GomezSource Oct 14, 2021 Coldplay included a text description about Selena Gomez s career achievements underneath the Let Somebody Go lyric video","Selena Gomez has dominated every field of pop culture, including Coldplay's Let Somebody Go lyric video. The video features a text description of her career achievements.",1
"What s funny about this description is that it shows that Selena Gomez has dominated every field of pop culture. Every single one Selena Gomez Source GomezSource Oct 14, 2021 Coldplay included a text description about Selena Gomez s career achievements underneath the Let Somebody Go lyric video","It's impressive how Selena Gomez has managed to excel in various areas of pop culture, including Coldplay's Let Somebody Go lyric video where they featured a text description of her career accomplishments.",0
"What s funny about this description is that it shows that Selena Gomez has dominated every field of pop culture. Every single one Selena Gomez Source GomezSource Oct 14, 2021 Coldplay included a text description about Selena Gomez s career achievements underneath the Let Somebody Go lyric video","Recognition may lead to more opportunities, but may also face criticism.",2
Starting Griezmann for France in 2022 should be a sin. Deschamps is the only person that s gonna stop France from winning the World Cup..,Deschamps may prevent France from winning the World Cup by starting Griezmann in 2022.,1
Starting Griezmann for France in 2022 should be a sin. Deschamps is the only person that s gonna stop France from winning the World Cup..,Griezmann being started for France in 2020 ought to be forbidden. The only person who can prevent France from losing the World Cup is Deschamps.,0
Starting Griezmann for France in 2022 should be a sin. Deschamps is the only person that s gonna stop France from winning the World Cup..,Deschamps will be the only person that stops France from winning the World Cup in 2022 if he starts Griezmann,2
"A declining U.S. birth rate combined w reduced immigration has resulted in our population growth slowing dramatically in recent years. These trends have negative economic implications - less GDP growth, funding imbalances in social programs etc A growing population is healthy","Population growth has slowed as a result of lower birth rates and decreased immigration, which has detrimental economic effects.",1
"A declining U.S. birth rate combined w reduced immigration has resulted in our population growth slowing dramatically in recent years. These trends have negative economic implications - less GDP growth, funding imbalances in social programs etc A growing population is healthy","Due to increasing birth rates and less immigration, population growth has slowed, which has a negative impact on the economy.",0
"A declining U.S. birth rate combined w reduced immigration has resulted in our population growth slowing dramatically in recent years. These trends have negative economic implications - less GDP growth, funding imbalances in social programs etc A growing population is healthy",Country is making policies for balancing birth rates and immigration to maintain population growth.,2
"Since the US media ridiculed China's epidemic prevention policy every day, I thought the covid had already disappeared in the US. It turns out that Americans just don't care about covid death - at least, the rich don't care. The Spectator Index spectatorindex Jun 1, 2022 BREAKING: The United States has reported over 250,000 new daily coronavirus cases, the most in over three months.","Over 250,000 new coronavirus cases are reported daily in the US, which is a record high for the past three months.",1
